# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "../assignment-data//db/gencode.v30.annotation.gtf" "-g" "gene_name" "-o" "../assignment-data//results/diff-res/counts.txt" "../assignment-data//results/diff-res/bwa/S1.bam" "../assignment-data//results/diff-res/bwa/S2.bam" "../assignment-data//results/diff-res/bwa/S3.bam" "../assignment-data//results/diff-res/bwa/S4.bam" "../assignment-data//results/diff-res/bwa/S5.bam" "../assignment-data//results/diff-res/hisat/S1.bam" "../assignment-data//results/diff-res/hisat/S2.bam" "../assignment-data//results/diff-res/hisat/S3.bam" "../assignment-data//results/diff-res/hisat/S4.bam" "../assignment-data//results/diff-res/hisat/S5.bam" 
Geneid	../assignment-data//results/diff-res/bwa/S1.bam	../assignment-data//results/diff-res/bwa/S2.bam	../assignment-data//results/diff-res/bwa/S3.bam	../assignment-data//results/diff-res/bwa/S4.bam	../assignment-data//results/diff-res/bwa/S5.bam	../assignment-data//results/diff-res/hisat/S1.bam
LDLRAD2	5	2	3	12	2	0
HSPG2	24864	24387	25336	24792	25066	0
AL590556.1	0	0	0	1	0	0
AL590556.2	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0
AL590556.3	0	0	0	0	0	0
RN7SL386P	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0
CELA3A	0	0	0	0	2	0
RN7SL186P	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0
LINC01635	0	0	1	0	0	0
LINC00339	0	1	2	2	0	0
CDC42	370	414	388	377	366	0
AL031281.2	0	0	0	0	0	0
AL031281.3	0	0	0	0	0	0
CDC42-IT1	0	0	0	0	0	0
AL031281.1	0	0	0	0	0	0
WNT4	0	0	0	0	2	0
AL445253.1	0	0	0	0	0	0
MIR4418	0	0	0	0	0	0
PPIAP34	0	0	0	0	0	0
AL591122.1	0	0	0	0	0	0
ZBTB40	119	86	103	98	116	0
ZBTB40-IT1	0	0	1	2	1	0
EPHA8	0	0	0	0	0	0
MIR6127	0	0	0	0	0	0
C1QA	0	0	0	0	0	0
C1QC	0	0	0	0	0	0
C1QB	0	0	0	0	0	0
EPHB2	401	291	343	407	457	0
MIR4684	0	0	0	0	0	0
AL512444.1	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0
TEX46	0	0	0	0	0	0
KDM1A	420	541	504	478	516	0
AL031428.1	0	0	0	0	0	0
MIR3115	0	0	0	0	0	0
AL031428.2	0	0	0	0	0	0
LUZP1	422	386	415	408	331	0
AL161672.1	0	0	0	0	0	0
RNU6-514P	0	0	0	0	0	0
RNU6-135P	0	0	0	0	0	0
HTR1D	2	4	2	4	8	0
AL109936.1	0	0	0	0	0	0
LINC01355	0	0	0	4	2	0
AL109936.6	0	0	0	0	0	0
HNRNPR	244	283	292	269	330	0
ZNF436	20	13	13	10	16	0
ZNF436-AS1	4	0	0	0	3	0
AL109936.2	0	0	0	0	0	0
TCEA3	0	3	2	7	0	0
AL357134.1	9	11	9	5	8	0
ASAP3	28	14	23	16	19	0
E2F2	14	2	2	7	6	0
AL021154.1	0	0	1	0	0	0
ID3	258	212	216	274	255	0
AL450043.1	0	0	0	0	0	0
MDS2	0	0	0	0	0	0
AL451000.1	0	0	0	0	0	0
RPL11	1112	1074	1242	1075	1147	0
ELOA	228	186	210	156	187	0
ELOA-AS1	0	0	0	0	0	0
PITHD1	69	104	44	54	58	0
LYPLA2	117	98	88	91	109	0
GALE	116	135	77	78	118	0
HMGCL	61	29	49	36	35	0
FUCA1	20	26	24	24	15	0
CNR2	0	0	0	0	0	0
BTBD6P1	1	6	2	5	10	0
AL590609.3	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0
AL590609.2	0	0	0	0	0	0
PNRC2	177	125	152	155	122	0
SRSF10	204	254	222	185	169	0
AL590609.1	0	0	0	0	0	0
AL591178.1	0	0	0	0	0	0
MYOM3	0	2	0	0	3	0
AL591178.2	0	0	0	0	0	0
IL22RA1	0	0	0	0	0	0
IFNLR1	0	0	0	0	0	0
AL590683.1	0	0	0	0	0	0
AL138902.1	0	0	0	0	0	0
GRHL3	0	0	0	0	0	0
STPG1	14	14	4	16	25	0
NIPAL3	55	23	31	58	21	0
RCAN3AS	0	0	0	0	0	0
RCAN3	8	3	2	4	4	0
AL445686.2	0	0	0	0	0	0
NCMAP	0	0	0	0	0	0
AL445686.1	0	0	0	0	0	0
SRRM1	192	213	195	178	162	0
AL445648.1	0	0	0	0	0	0
CLIC4	1234	1197	1357	1249	1298	0
RNU6-1208P	0	0	0	0	0	0
RUNX3	0	0	0	0	0	0
MIR6731	0	0	0	0	0	0
AL445471.1	0	0	0	0	0	0
AL445471.2	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0
AL050344.2	0	0	0	0	0	0
AL050344.1	0	0	0	0	0	0
AL121994.1	0	0	0	0	0	0
AL031432.1	0	0	0	0	0	0
SYF2	137	100	82	145	86	0
AL031432.4	0	2	0	0	4	0
AL031432.5	0	0	0	0	0	0
RSRP1	96	84	69	97	104	0
AL031432.3	0	0	0	0	0	0
AL031432.2	0	0	1	2	4	0
RHD	0	2	1	0	3	0
SDHDP6	13	8	8	5	12	0
AL928711.1	0	0	0	0	0	0
TMEM50A	363	451	486	399	440	0
RHCE	0	0	2	0	0	0
AL031284.1	58	70	61	63	86	0
MACO1	85	68	98	55	91	0
LDLRAP1	82	87	108	89	112	0
AL606491.1	0	0	2	0	0	0
MAN1C1	33	31	21	30	37	0
AL031280.1	0	0	0	0	0	0
SELENON	910	856	1010	983	863	0
AL020996.2	0	0	0	0	0	0
AL020996.1	0	0	0	0	0	0
MTFR1L	64	56	46	35	67	0
AL020996.3	0	0	0	0	0	0
AUNIP	19	4	5	9	4	0
AL033528.2	0	0	0	0	0	0
PAQR7	20	6	14	12	16	0
STMN1	917	846	802	897	844	0
SNRPFP2	0	0	0	0	0	0
AL033528.1	0	0	0	0	0	0
MIR3917	0	0	0	0	0	0
PAFAH2	19	34	26	35	22	0
RNU6-110P	0	0	0	0	0	0
RF00492	0	0	0	0	0	0
RF00283	0	0	0	0	0	0
EXTL1	0	0	0	0	2	0
SLC30A2	0	0	0	0	0	0
AL391650.2	0	0	0	0	0	0
TRIM63	0	0	0	0	0	0
PDIK1L	22	10	12	22	8	0
FAM110D	2	17	5	15	13	0
C1orf232	0	0	0	0	0	0
AL391650.1	0	0	2	0	0	0
ZNF593	0	0	0	0	0	0
CNKSR1	0	0	0	0	0	0
CATSPER4	0	0	0	0	0	0
AL355877.1	3	0	0	0	0	0
AL355877.3	0	0	1	0	1	0
CEP85	36	42	59	84	53	0
AL355877.2	0	0	0	0	2	0
SH3BGRL3	753	660	549	642	540	0
UBXN11	21	2	59	21	13	0
CD52	0	0	0	0	0	0
CRYBG2	6	0	0	4	0	0
AL451139.1	0	0	0	0	0	0
ZNF683	0	0	0	0	0	0
LIN28A	0	0	0	0	0	0
DHDDS	113	61	75	75	107	0
AL513365.1	0	0	0	0	0	0
AL513365.2	0	0	0	0	0	0
HMGN2	339	312	342	271	290	0
DPPA2P2	0	0	0	0	0	0
RPS6KA1	28	33	26	29	36	0
MIR1976	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0
RNU7-29P	0	0	0	0	0	0
AL627313.1	0	0	0	0	0	0
RF01210	0	0	0	0	0	0
AL627082.1	0	0	0	0	0	0
AL512408.1	1	0	0	0	0	0
ARID1A	276	274	283	310	290	0
PIGV	13	5	14	2	12	0
RN7SL165P	0	0	0	0	0	0
ZDHHC18	68	93	80	75	69	0
SFN	0	0	0	0	0	0
GPN2	146	49	79	81	75	0
AL034380.1	0	0	0	0	0	0
GPATCH3	35	30	34	29	35	0
NUDC	273	219	261	262	205	0
NR0B2	0	0	0	0	0	0
KDF1	0	0	0	0	0	0
RPL12P13	0	0	0	0	0	0
AL356390.1	0	0	0	0	0	0
OSTCP2	36	33	30	28	39	0
TRNP1	35	48	12	42	26	0
TENT5B	0	4	4	2	0	0
SLC9A1	214	210	195	287	227	0
AL590640.2	0	0	0	0	0	0
CHCHD3P3	55	43	61	41	38	0
NPM1P39	301	247	235	229	278	0
SNRPEP7	0	0	0	0	0	0
AL590640.1	0	0	0	0	0	0
WDTC1	156	127	170	136	140	0
FO393419.3	0	0	0	0	0	0
TMEM222	117	120	81	83	106	0
RNU6-48P	0	0	1	0	0	0
ACTG1P20	161	173	207	188	207	0
SYTL1	0	3	0	0	2	0
MAP3K6	88	61	105	97	51	0
FCN3	0	0	0	0	0	0
CD164L2	0	0	0	0	0	0
FO393419.1	0	0	0	0	0	0
GPR3	7	4	8	17	0	0
WASF2	321	376	352	367	394	0
FO393419.2	0	0	0	0	0	0
BX293535.1	0	0	0	0	0	0
AHDC1	107	66	83	94	70	0
FGR	0	0	0	0	0	0
AL031729.1	6	2	16	2	5	0
LINC02574	0	0	0	0	0	0
IFI6	193	185	148	137	169	0
AL445490.1	0	0	0	0	0	0
RNU6-949P	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0
FAM76A	12	9	7	10	5	0
AL020997.1	11	12	7	16	8	0
RPEP3	0	0	0	0	0	0
STX12	283	338	367	287	272	0
AL020997.2	0	0	0	0	0	0
AL020997.3	0	0	0	0	0	0
RNU6-1245P	0	0	0	0	0	0
PPP1R8	97	130	179	126	133	0
SCARNA1	0	0	0	0	0	0
THEMIS2	43	23	20	23	6	0
RPA2	84	62	64	104	102	0
SMPDL3B	0	0	4	5	0	0
AL512288.1	0	0	0	0	0	0
XKR8	39	36	21	39	36	0
EYA3	121	97	133	141	73	0
AL512288.2	0	0	0	1	0	0
RN7SL559P	0	0	0	0	0	0
SPCS2P4	130	121	141	123	102	0
AL137792.2	0	0	0	0	0	0
AL137792.1	44	30	40	48	28	0
RNU6-176P	0	0	0	0	0	0
PTAFR	0	0	0	0	0	0
DNAJC8	105	102	103	113	115	0
ATP5IF1	102	101	90	96	104	0
AL353622.1	0	0	0	0	0	0
AL353622.2	0	0	0	0	0	0
SESN2	31	33	41	43	28	0
MED18	10	13	16	7	3	0
PHACTR4	156	240	193	167	173	0
CR391992.1	5	5	7	2	8	0
RNU6ATAC27P	0	0	0	0	0	0
RCC1	265	245	308	256	334	0
SNHG3	92	87	102	104	88	0
SNORA73A	0	0	0	0	0	0
SNORA73B	5	2	0	2	1	0
PRDX3P2	11	12	12	13	12	0
AL513497.1	4	1	0	4	2	0
TRNAU1AP	72	71	32	61	78	0
SNHG12	18	47	46	25	31	0
SNORD99	0	1	0	0	2	0
SNORA61	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0
TAF12	47	39	61	45	41	0
RAB42	6	2	4	0	0	0
LINC01715	0	0	0	0	0	0
AL360012.1	0	0	0	0	0	0
RNU11	0	0	0	0	0	0
GMEB1	57	38	61	35	33	0
RF00422	0	2	0	0	0	0
YTHDF2	168	206	222	189	260	0
OPRD1	0	0	0	0	0	0
AL009181.1	0	0	0	0	0	0
EPB41	158	103	92	68	83	0
AL138785.1	276	303	297	302	294	0
RF00017	0	0	0	3	1	0
TMEM200B	2	1	2	1	8	0
AL357500.1	0	0	0	0	0	0
SRSF4	288	277	271	259	311	0
RF02271	0	0	0	0	0	0
MECR	45	43	94	35	52	0
AL590729.1	0	0	0	0	0	0
PTPRU	8	8	20	31	9	0
LINC01756	0	0	0	0	0	0
AL671862.1	0	0	0	0	0	0
AC092265.1	0	0	0	0	0	0
AL645944.2	0	0	0	0	0	0
AL645944.1	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0
AL137076.1	0	0	0	0	0	0
AL021921.1	0	0	0	0	0	0
AL161638.2	0	0	0	0	0	0
AL161638.1	0	0	0	0	0	0
MATN1	0	0	0	0	0	0
MATN1-AS1	2	2	1	2	0	0
LAPTM5	286	228	250	242	247	0
MIR4420	0	0	0	0	0	0
AL137027.1	0	0	0	0	0	0
LINC01778	0	0	0	0	0	0
RN7SKP91	0	0	0	0	0	0
AL445235.1	0	0	0	0	0	0
SDC3	220	181	170	158	195	0
RN7SL371P	0	0	0	0	0	0
PUM1	461	378	427	421	400	0
AL356320.2	0	0	0	0	0	0
AL356320.1	0	0	0	0	0	0
SELENOWP1	74	103	108	76	85	0
AC114495.1	0	0	0	0	0	0
NKAIN1	0	2	0	0	0	0
SNRNP40	90	98	87	152	83	0
AC114495.2	0	0	0	0	0	0
ZCCHC17	96	88	82	76	96	0
AL451070.1	0	0	0	0	0	0
FABP3	0	0	0	0	1	0
SERINC2	131	96	86	84	89	0
AC209007.1	0	0	0	1	0	0
RNU6-40P	0	0	0	0	0	0
LINC01225	0	0	0	0	0	0
LINC01226	0	0	1	0	0	0
AC114488.1	3	1	0	0	0	0
TINAGL1	1657	2040	2043	2131	1840	0
HCRTR1	3	3	2	0	6	0
PEF1	115	123	134	137	138	0
AC114488.2	2	0	0	0	0	0
AC114488.3	0	0	0	0	0	0
COL16A1	3	0	0	9	11	0
ADGRB2	3	6	5	8	4	0
MIR4254	0	0	0	0	0	0
AL354919.2	0	0	0	0	0	0
SPOCD1	204	211	197	209	215	0
AL354919.1	0	0	0	0	0	0
AL136115.2	0	0	0	0	0	0
PTP4A2	224	230	273	319	326	0
AL136115.1	0	0	0	0	0	0
AL136115.3	0	0	0	0	0	0
KHDRBS1	696	660	633	682	455	0
AL445248.1	0	0	0	0	1	0
TMEM39B	107	92	86	133	94	0
MIR5585	0	0	0	0	0	0
KPNA6	226	227	318	301	238	0
AL049795.2	0	0	0	0	0	0
TXLNA	274	246	267	272	221	0
CCDC28B	17	26	26	3	19	0
AL049795.1	0	0	0	0	0	0
IQCC	4	4	4	4	2	0
DCDC2B	1	0	0	0	0	0
TMEM234	16	16	16	26	26	0
EIF3I	522	517	541	562	484	0
MTMR9LP	6	4	9	4	8	0
FAM167B	0	4	4	5	6	0
LCK	0	0	0	0	0	0
HDAC1	233	325	333	295	304	0
MARCKSL1	466	448	476	537	531	0
AL109945.1	0	2	0	0	0	0
TSSK3	0	0	0	0	4	0
FAM229A	2	2	1	4	2	0
BSDC1	145	137	154	194	133	0
GAPDHP20	0	0	0	0	0	0
AL356986.1	0	0	0	0	0	0
LRRC37A12P	0	0	0	0	0	0
RN7SL122P	0	0	0	0	0	0
AL033529.1	0	0	0	0	0	0
ZBTB8B	0	0	0	0	0	0
ZBTB8A	13	12	22	28	21	0
ZBTB8OS	10	11	11	3	15	0
RBBP4	144	172	126	127	168	0
SYNC	6	3	2	13	7	0
AC114489.1	0	0	0	0	0	0
KIAA1522	54	66	70	56	45	0
YARS	308	349	356	365	345	0
S100PBP	40	23	51	49	51	0
FNDC5	0	0	0	0	0	0
HPCA	0	0	0	2	0	0
TMEM54	50	59	42	49	51	0
RNF19B	102	105	82	84	100	0
AL031602.1	0	0	0	0	0	0
AL355864.1	0	0	0	0	0	0
AL355864.2	0	0	0	0	0	0
AL020995.1	0	0	0	0	0	0
AK2	131	127	127	146	131	0
AZIN2	2	0	0	2	9	0
AL662907.1	2	0	0	0	0	0
TRIM62	26	21	30	25	26	0
AL662907.2	0	0	0	0	0	0
AL662907.3	0	0	0	0	0	0
ZNF362	79	43	83	67	74	0
AL513327.3	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0
AL513327.1	5	3	1	5	3	0
PHC2	263	274	317	293	278	0
MIR3605	0	0	0	0	0	0
RN7SKP16	0	0	0	0	0	0
AL513327.2	0	0	0	0	0	0
TLR12P	0	0	0	0	0	0
ZSCAN20	15	12	12	0	7	0
AC115285.1	2	4	12	6	7	0
CSMD2	0	6	0	0	0	0
HSPD1P14	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0
RNA5SP42	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0
AC115286.1	0	0	0	0	0	0
MIR552	0	0	0	0	0	0
SMIM12	165	138	140	124	151	0
GJB5	0	0	0	0	0	0
GJB4	0	0	0	0	0	0
AL121988.1	0	0	0	0	0	0
GJB3	0	0	0	0	0	0
GJA4	17	28	20	4	4	0
AL122010.1	0	0	0	0	0	0
DLGAP3	0	0	0	0	0	0
AC114490.3	0	0	0	0	0	0
AC114490.1	1	4	0	0	0	0
AC114490.2	0	0	0	0	0	0
TMEM35B	0	0	0	0	0	0
ZMYM6	20	11	15	16	12	0
ZMYM1	11	42	36	27	27	0
RPL12P45	0	0	0	0	0	0
EFCAB14P1	9	13	2	5	10	0
AL590434.1	0	0	0	0	0	0
SFPQ	1023	993	1032	1137	985	0
ZMYM4	211	222	231	220	268	0
RN7SL503P	0	0	0	0	0	0
RF00091	0	0	0	0	0	0
RPL5P4	24	21	43	44	28	0
ZMYM4-AS1	0	0	0	0	0	0
KIAA0319L	131	164	212	142	164	0
AC004865.1	0	0	0	0	0	0
NCDN	77	77	74	116	107	0
AC004865.2	0	0	0	0	0	0
TFAP2E	0	0	0	0	0	0
PSMB2	437	552	546	550	421	0
C1orf216	36	32	34	60	31	0
CLSPN	37	71	83	53	61	0
AL354864.1	0	0	0	0	0	0
AGO4	36	34	40	37	58	0
AGO1	146	155	111	153	126	0
AL139286.1	0	0	0	0	0	0
AL139286.2	0	0	0	0	0	0
AGO3	58	32	65	50	30	0
AL138787.2	0	0	0	0	0	0
AL138787.1	0	0	0	0	0	0
TEKT2	0	0	0	0	0	0
ADPRHL2	74	98	112	94	58	0
COL8A2	2	2	4	6	8	0
TRAPPC3	150	121	165	183	177	0
MAP7D1	815	779	774	862	814	0
RN7SL131P	0	0	0	0	0	0
THRAP3	388	353	410	369	311	0
UBE2V2P4	0	0	0	0	0	0
SH3D21	8	11	3	5	4	0
EVA1B	40	33	41	15	49	0
AL591845.1	0	0	2	0	0	0
STK40	148	129	176	137	193	0
LSM10	72	67	67	104	95	0
RNU4-27P	0	0	0	0	0	0
OSCP1	6	6	5	10	5	0
SNORA63C	0	0	2	0	0	0
MRPS15	164	167	210	181	174	0
CSF3R	0	0	0	0	0	0
FTLP18	0	0	0	0	0	0
AL596257.1	0	0	0	0	0	0
AC117945.2	0	0	0	0	0	0
AC117945.1	0	0	0	0	0	0
GRIK3	0	0	0	0	0	0
AL031430.1	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0
RNU6-636P	0	0	0	0	0	0
AL353604.1	0	0	0	0	0	0
RNA5SP43	0	0	0	0	0	0
RPS29P6	0	0	0	0	0	0
LINC01137	2	6	8	0	0	0
ZC3H12A	25	21	30	20	23	0
MIR6732	0	0	0	0	0	0
MEAF6	91	99	103	68	64	0
MIR5581	0	0	0	0	0	0
SNIP1	43	82	51	71	39	0
FTH1P1	0	0	0	0	0	0
AL034379.1	0	0	0	0	0	0
DNALI1	0	10	7	2	8	0
GNL2	167	154	118	133	98	0
AL513220.1	0	0	0	0	0	0
RSPO1	0	0	0	0	0	0
C1orf109	54	47	83	58	49	0
CDCA8	153	132	146	162	161	0
EPHA10	0	0	0	0	0	0
ACTN4P2	3	0	0	0	0	0
AL929472.1	0	1	2	0	0	0
MANEAL	0	0	5	0	0	0
AL929472.3	0	0	0	0	0	0
YRDC	31	34	20	28	20	0
C1orf122	28	57	28	42	51	0
MTF1	45	62	52	56	48	0
AL929472.4	0	0	0	0	0	0
AL929472.2	0	0	0	0	0	0
INPP5B	22	45	45	13	47	0
RF00092	0	0	0	0	0	0
RNU6-584P	0	0	0	0	0	0
SF3A3	89	92	82	98	90	0
RNU6-510P	1	1	0	0	1	0
FHL3	69	74	89	80	90	0
UTP11	254	137	161	141	154	0
POU3F1	0	0	0	0	0	0
AL139158.2	0	0	0	0	0	0
AL139158.1	0	0	0	0	0	0
MIR3659	0	0	0	0	0	0
AL139158.3	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0
AL513479.1	0	0	0	0	0	0
RNU6-753P	0	0	0	0	0	0
LINC01685	0	0	0	0	0	0
AL354702.1	240	217	207	233	184	0
AL354702.2	0	0	0	0	0	0
RRAGC	59	31	40	38	51	0
AL139260.2	0	0	0	0	0	0
AL139260.1	0	0	0	0	2	0
MYCBP	27	18	9	10	8	0
AL139260.3	0	0	0	0	0	0
GJA9	0	0	0	0	0	0
RHBDL2	1	2	0	0	2	0
RNU6-605P	0	0	0	0	0	0
EIF1P2	0	0	0	0	0	0
AKIRIN1	157	174	146	149	166	0
NDUFS5	145	153	159	175	180	0
MACF1	1548	1498	1639	1690	1527	0
RNU6-608P	0	0	0	0	0	0
RNA5SP44	0	0	0	0	0	0
AL356055.1	0	0	0	0	0	0
AL442071.1	0	0	0	0	0	0
HSPE1P8	0	0	0	0	0	0
BMP8A	0	0	0	1	2	0
OXCT2P1	0	2	0	0	0	0
PPIEL	0	0	0	2	1	0
PABPC4	651	472	614	510	509	0
PABPC4-AS1	0	2	0	0	0	0
SNORA55	0	0	0	0	0	0
HEYL	0	0	0	0	0	0
AL035404.2	0	0	0	0	0	0
NT5C1A	0	0	0	0	0	0
HPCAL4	0	0	0	0	0	0
PPIE	79	93	136	127	64	0
AL035404.1	16	26	24	14	13	0
RNU7-121P	0	0	0	0	0	0
BMP8B	0	0	0	0	0	0
OXCT2	0	0	0	0	0	0
AL033527.6	0	0	0	0	0	0
AL033527.3	0	0	0	0	0	0
AL033527.1	0	0	0	0	0	0
AL033527.5	0	0	0	0	0	0
AL033527.4	0	0	0	0	0	0
TRIT1	40	46	21	49	39	0
MYCL	2	19	11	8	20	0
AL033527.2	0	0	0	0	0	0
MFSD2A	15	26	12	24	16	0
AL663070.1	0	0	0	0	0	0
CAP1	235	225	239	226	214	0
PPT1	419	433	469	397	409	0
AL512599.1	59	56	32	57	46	0
RLF	37	36	52	17	26	0
RNU6-1237P	0	0	0	0	0	0
TMCO2	0	0	0	0	0	0
AL050341.2	4	14	8	16	2	0
ZMPSTE24	170	222	200	163	182	0
AL050341.1	0	0	0	0	0	0
COL9A2	0	0	2	0	3	0
AL031985.2	0	0	0	0	0	0
SMAP2	68	54	95	58	73	0
AL031985.1	0	0	0	0	0	0
AL031985.4	0	0	0	0	0	0
ZFP69B	9	10	17	2	2	0
AL031985.3	4	2	0	6	2	0
AL603839.4	0	0	0	0	0	0
ZFP69	6	0	4	12	9	0
AL603839.3	0	0	0	0	0	0
EXO5	15	5	6	9	11	0
AL603839.1	0	0	0	0	0	0
AL603839.2	0	0	0	2	0	0
ZNF684	2	4	2	2	2	0
AL356379.1	0	0	0	0	0	0
GTF2F2P2	0	0	0	0	0	0
RIMS3	0	0	0	0	0	0
AL031289.1	0	0	0	0	0	0
NFYC-AS1	1	0	0	0	0	0
NFYC	42	31	41	59	40	0
MIR30E	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0
KCNQ4	0	0	0	0	0	0
RN7SL326P	0	0	0	0	0	0
CITED4	0	2	2	0	2	0
AC119677.1	0	0	0	0	0	0
AL391730.1	0	0	1	0	0	0
UBE2V1P8	0	0	0	0	0	0
CTPS1	240	285	277	294	213	0
SLFNL1-AS1	0	0	0	0	0	0
SLFNL1	0	0	0	2	2	0
SCMH1	95	90	87	79	79	0
RPL23AP17	0	0	0	0	0	0
AC093151.3	0	0	0	0	0	0
AC093151.1	0	0	0	0	0	0
FOXO6	0	0	0	0	0	0
AC093151.2	0	0	0	0	0	0
RNA5SP45	0	0	0	0	0	0
EDN2	0	0	0	0	0	0
HIVEP3	29	15	15	14	11	0
AL445933.2	0	0	0	0	0	0
AL445933.1	0	0	0	0	0	0
AC119676.1	0	0	0	0	0	0
HNRNPFP1	0	0	0	0	0	0
AC114492.1	0	0	0	0	0	0
GUCA2B	0	0	0	0	0	0
GUCA2A	0	0	0	0	0	0
FOXJ3	126	110	164	90	156	0
AC096540.1	0	0	1	0	0	0
RIMKLA	0	0	0	0	0	0
AL513331.1	0	0	0	0	0	0
ZMYND12	0	0	4	0	0	0
PPCS	54	50	30	46	13	0
CCDC30	0	0	2	0	0	0
AL445669.1	0	0	0	0	0	0
TMSB4XP1	0	2	0	2	0	0
RNU6-536P	0	0	0	0	0	0
AL445669.2	0	0	0	0	0	0
PPIH	3	6	4	8	6	0
AC098484.4	0	0	0	1	0	0
AC098484.2	0	0	1	0	0	0
YBX1	299	310	283	263	289	0
CLDN19	0	0	0	0	0	0
P3H1	372	418	509	371	436	0
C1orf50	4	2	7	4	2	0
AC098484.3	0	0	0	0	0	0
AC098484.1	0	0	0	0	0	0
TMEM269	0	0	0	0	0	0
SVBP	9	2	0	7	4	0
ERMAP	16	3	1	12	6	0
AL512353.1	2	0	0	2	2	0
ZNF691	11	8	5	13	4	0
AL512353.2	2	1	2	1	7	0
AL512353.3	0	0	1	0	0	0
ATP6V1E1P1	76	78	53	56	69	0
SLC2A1	217	215	274	193	239	0
ATP6V0CP4	0	0	0	0	0	0
SLC2A1-AS1	0	0	0	0	0	0
AC099795.1	0	0	0	0	0	0
RNU6-880P	0	0	0	0	0	0
AL161637.1	0	0	0	0	0	0
FAM183A	0	0	0	0	0	0
EBNA1BP2	246	283	367	310	291	0
MIR6733	0	0	0	0	0	0
CFAP57	6	0	0	2	0	0
RNA5SP46	0	0	0	0	0	0
TMEM125	0	0	0	0	0	0
C1orf210	0	0	0	0	0	0
TIE1	1874	1869	1929	1925	1882	0
MPL	0	0	0	0	0	0
AL139289.2	0	0	0	0	0	0
CDC20	163	171	167	163	181	0
ELOVL1	454	349	363	369	338	0
MIR6734	0	0	0	0	0	0
MED8	60	84	77	93	76	0
AL139289.1	0	0	0	0	0	0
SZT2	121	111	85	95	62	0
SZT2-AS1	0	0	0	0	0	0
MIR6735	0	0	0	0	0	0
HYI	0	0	0	0	0	0
HYI-AS1	0	0	0	0	0	0
PTPRF	1752	1702	1660	1710	1758	0
KDM4A	78	75	68	42	67	0
AL451062.3	0	0	0	0	0	0
KDM4A-AS1	0	0	2	0	1	0
ST3GAL3	4	3	0	1	4	0
AL451062.1	0	0	0	0	0	0
AL451062.2	0	0	0	0	0	0
MIR6079	0	0	0	0	0	0
SHMT1P1	0	5	11	7	8	0
ARTN	0	0	0	0	0	0
AL357079.1	0	0	1	0	2	0
IPO13	85	91	95	93	52	0
AL357079.2	0	0	0	0	0	0
DPH2	56	45	56	54	54	0
ATP6V0B	366	330	238	354	276	0
B4GALT2	180	211	225	152	141	0
CCDC24	3	3	0	4	5	0
SLC6A9	0	2	0	2	0	0
AL139220.2	1	4	0	0	0	0
AL139220.1	0	0	0	0	0	0
KRT8P47	0	0	0	0	0	0
RN7SL479P	0	0	0	0	0	0
KLF17	0	0	0	0	0	0
AL356653.1	66	89	91	130	81	0
KLF18	0	0	0	0	0	0
AL359839.1	0	0	0	0	0	0
OOSP1P1	0	0	0	0	0	0
AL035417.1	0	0	0	0	0	0
AL035417.2	0	0	0	0	0	0
DMAP1	85	73	80	44	49	0
ERI3	113	135	155	103	99	0
ERI3-IT1	0	0	0	0	0	0
RNU6-369P	0	0	0	0	0	0
RNF220	83	140	95	102	86	0
MIR5584	0	0	0	0	0	0
TMEM53	4	4	2	7	2	0
ARMH1	0	0	0	0	0	0
RNU5F-1	0	0	0	0	0	0
RNU5D-1	0	0	0	0	0	0
KIF2C	172	173	211	153	199	0
AL592166.1	0	0	0	1	0	0
RPS8	271	273	262	244	240	0
SNORD55	0	0	0	0	0	0
SNORD46	0	0	0	0	0	0
SNORD38A	0	0	0	0	0	0
SNORD38B	0	0	0	0	0	0
RPS15AP11	8	12	6	8	11	0
BEST4	0	0	0	0	0	0
PLK3	96	108	84	89	90	0
TCTEX1D4	0	0	0	0	0	0
BTBD19	13	24	17	28	10	0
PTCH2	3	0	0	0	0	0
RNU5E-6P	0	0	0	0	0	0
AL136380.1	0	0	0	0	0	0
EIF2B3	99	82	60	92	101	0
RNA5SP47	0	0	0	0	0	0
CCNB1IP1P1	0	0	0	0	0	0
PPIAP35	0	0	0	0	0	0
